Protein	Protein(Ensembl)	Gene_Id	Source ID	ratio	iCUB	tAI	T3s	C3s	A3s	G3s	CAI_CODONW	CBI	Fop_CODONW	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo	CAI_EMBOSS	CAI_coRdon	MELP	E	GCB	Fop_coRdon	MILC_SELF	MILC_REF	B_SELF	B_REF	MCB_SELF	MCB_REF	ENC	ENC_prime_SELF	ENC_prime_REF	SCUO	Sc	St
P32462	YNL280C	CENPK1137D_2760	fluxes_Gecko_Yu2021_N30_013	1.94831191879723	32.1454020174885	0.279694176829192	0.3697	0.2661	0.3473	0.2909	0.155	0.132	0.477	53.18	0.422	0.398	415	438	0.21347	0.150685	0.541	0.691454650828797	0.982043866583546	0.635035453155901	-0.436098037949901	0.433874709976798	0.541627262494214	0.551530619888186	0.279994110035979	0.440910989527447	0.177748766215442	0.770151527650816	53.1805580489046	58.673889367174	39.3807225545983	0.106503317907701	-0.0188	0.0341
P32264	YDR300C	CENPK1137D_4123	fluxes_Gecko_Yu2021_Gln_glc1	1.95251658226688	37.8277375553205	0.298295601736263	0.4595	0.1994	0.3815	0.2136	0.198	0.17	0.504	46.23	0.318	0.393	415	428	-0.222664	0.053738	0.591	0.698185886735687	1.15518191474087	0.628115632113583	-0.360850481846338	0.465393794749403	0.515365139882053	0.446133317450404	0.239802864367388	0.381781398371604	0.118107235160784	0.520305692339555	46.2284358002396	61	47.5188348047457	0.15658777766059	-0.0571	0.043
P38999	YNR050C	CENPK1137D_2729	fluxes_Gecko_Yu2020_CN30	1.95926580465135	27.3272080948341	0.345442706582703	0.4098	0.2705	0.3887	0.165	0.332	0.403	0.64	38	0.348	0.417	431	446	-0.142153	0.089686	0.69	0.746305334734785	1.72571713834063	1.18277037008599	-0.028421202871318	0.556581986143187	0.697560351638728	0.4042147673804	0.393938662594453	0.333064365288262	0.256042583321737	0.253917075491912	37.9991507946375	51.7438552140453	53.5412239154426	0.246368946283469	-0.0355	0.0755
P14020	YPR183W	CENPK1137D_1875	fluxes_Gecko_Lahtvee2017_Osmo04	1.96001230060196	25.8600477069707	0.340609238647328	0.2558	0.5209	0.2132	0.2667	0.217	0.308	0.584	42.98	0.623	0.501	257	267	-0.029588	0.11985	0.538	0.75080682977885	1.31265085738603	1.17018323430938	-0.213280859407182	0.517241379310345	0.945719144057704	0.720465109771062	0.626384892931009	0.535287871647458	0.606021010758754	1.02045385703764	42.9789088573365	43.0805334081149	41.8559211535968	0.239181143314666	-0.1521	0.0502
P37254	YNR033W	CENPK1137D_2711	fluxes_Gecko_Yu2021_Ile_std	1.96145278318026	34.2067602604448	0.27024646844111	0.3994	0.2646	0.3502	0.2827	0.136	0.081	0.462	56.39	0.41	0.418	757	787	-0.266328	0.092757	0.498	0.626603546197421	0.752157224373802	0.393028217752773	-0.562958279710485	0.290364583333333	0.518411084194851	0.68923234052089	0.201166761962256	0.511837961947039	0.113605370247378	1.30854105753463	56.3863227414918	60.3597472523763	32.7093828554699	0.050007704559187	-0.023	0.0184
P07702	YBR115C	CENPK1137D_4662	fluxes_Gecko_Yu2021_N30_030	1.96812132005034	35.6820615061463	0.296684923394427	0.4513	0.2261	0.3789	0.1972	0.212	0.195	0.518	46.1	0.33	0.4	1353	1392	-0.256753	0.093391	0.605	0.665826033229496	1.16232510643555	0.506315285175249	-0.291267450961359	0.440528634361233	0.543248501389262	0.467380854445462	0.18516436637855	0.365709611777689	0.116669268409451	0.695359609126165	46.0961199053966	58.4166980196214	45.149464125959	0.129745899759088	-0.0746	0.0432
P00937	YKL211C	CENPK1137D_925	fluxes_Gecko_Lahtvee2017_EtOH20	1.96839207183509	36.0933794370423	0.322616326867247	0.375	0.2985	0.3486	0.2374	0.184	0.203	0.526	53.36	0.416	0.433	473	484	-0.138223	0.07438	0.545	0.626961707575488	1.20645430816322	0.596779096036451	-0.356525296733712	0.372043010752688	0.530619982397478	0.439817719417262	0.236885405472932	0.396939851020625	0.162523887360921	0.782474987810042	53.3595868506768	59.23533564909	40.0782719242372	0.093465952987733	-0.0722	0.0323
P32462	YNL280C	CENPK1137D_2760	fluxes_Gecko_Yu2021_N30_010	1.97232421273902	32.1454020174885	0.279694176829192	0.3697	0.2661	0.3473	0.2909	0.155	0.132	0.477	53.18	0.422	0.398	415	438	0.21347	0.150685	0.541	0.691454650828797	0.982043866583546	0.635035453155901	-0.436098037949901	0.433874709976798	0.541627262494214	0.551530619888186	0.279994110035979	0.440910989527447	0.177748766215442	0.770151527650816	53.1805580489046	58.673889367174	39.3807225545983	0.106503317907701	-0.0188	0.0341
P38708	YHR020W	CENPK1137D_5413	fluxes_Gecko_Yu2020_CN115	1.97532870905805	33.5645007159942	0.377226307778512	0.4272	0.3107	0.3244	0.2305	0.355	0.42	0.659	39.72	0.411	0.434	662	688	-0.39375	0.094477	0.696	0.737757567143401	1.65487426123483	1.37200613513467	-0.027588339208769	0.450662739322533	0.771015749578849	0.465905940795487	0.4118722558021	0.300197094790448	0.340686626660162	0.414151900172752	39.7154338031322	48.4102436781064	47.5268497182864	0.222142210661449	-0.1589	0.07
P00127	YFR033C	CENPK1137D_3419	fluxes_Gecko_Lahtvee2017_EtOH40	1.97615741213359	35.4543250889137	0.364031961842785	0.3846	0.3187	0.4216	0.37	0.211	0.124	0.507	46.75	0.458	0.465	144	147	-1.378912	0.061224	0.576	0.775323941665469	0.854450553489456	0.887562661092132	-0.375843670504867	0.354166666666667	0.582589823845309	0.68182976939519	0.370941240685759	0.417932453613271	0.22469911405373	0.66652829718548	46.7530367228525	60.1545372446072	43.3618219081354	0.153856154117436	0.0443	0.0291
P23542	YLR027C	CENPK1137D_874	fluxes_Gecko_Yu2021_Ile_N30	1.98534308057684	35.1496106490213	0.33165589407184	0.3798	0.3472	0.293	0.231	0.232	0.264	0.559	50.69	0.455	0.46	404	418	-0.16244	0.093301	0.587	0.675582519696703	1.29896594382107	0.937850477912552	-0.261652173097953	0.41320293398533	0.623653174254905	0.480115107883699	0.342636478101092	0.36534232926311	0.245995245491498	0.47935870910471	50.6931147743338	56.0646383965221	48.4075470690951	0.140010245791607	-0.1547	0.0382
P04037	YGL187C	CENPK1137D_3275	fluxes_Gecko_Yu2021_N30_010	1.99037948266087	37.8920029274958	0.289611200269236	0.4921	0.2143	0.3782	0.1429	0.285	0.299	0.573	45.93	0.287	0.415	150	155	-0.397419	0.064516	0.658	0.782076813737856	1.56748007097441	1.01023937121079	-0.122145853294721	0.552631578947368	0.581248235109331	0.370816985729205	0.411490629537602	0.40731992957711	0.158698992038477	0.317743782287544	45.9339046633749	61	56.1868178702397	0.278425171103683	-0.1958	0.0315
P11986	YJL153C	CENPK1137D_1481	fluxes_Gecko_Yu2021_N30_010	1.99345735332038	36.6752241214092	0.317703982543245	0.3794	0.3255	0.2931	0.2885	0.175	0.192	0.523	53.35	0.467	0.428	518	533	-0.273921	0.084428	0.54	0.648777734293283	1.05132512857965	0.602436629118203	-0.423401133441138	0.298850574712644	0.560642347910814	0.533272089356644	0.253643030354459	0.421028566482953	0.195748659919055	0.971990093222967	53.3482200626219	56.2489018818519	34.6141400440875	0.07348740956862	-0.1007	0.0407
P00560	YCR012W	CENPK1137D_4509	fluxes_Gecko_Yu2021_N30_013	1.9976230936558	31.1364634631945	0.490784011470533	0.4018	0.3807	0.2179	0.25	0.815	0.843	0.905	26.59	0.498	0.462	410	416	-0.10601	0.067308	0.877	1.01321575292436	2.32521941563772	1.81400335873315	0.445563717293612	0.807692307692308	1.5343702159157	0.659881904304019	0.886681470174749	0.488798141362861	0.922090644772286	0.289297400524655	26.590518357699	33.0067314306065	45.9232151049454	0.629612216451836	-0.2122	0.1295
P07256	YBL045C	CENPK1137D_4877	fluxes_Gecko_Lahtvee2017_EtOH60	1.99828705336326	31.7142857176374	0.373942953341173	0.3794	0.3388	0.3247	0.2018	0.293	0.37	0.619	41.66	0.43	0.422	444	457	-0.23151	0.076586	0.654	0.708705906075128	2.16206407231206	1.0938871551233	-0.0989125688158	0.325056433408578	0.713102463939	0.329824852589325	0.405806849834192	0.370976885443406	0.300150917202113	0.378610514895951	41.6591999246273	51.1590062018693	49.2348148875652	0.197779268871199	-0.1667	0.0603
P00560	YCR012W	CENPK1137D_4509	fluxes_Gecko_Yu2021_Ile_std	2.00569680655339	31.1364634631945	0.490784011470533	0.4018	0.3807	0.2179	0.25	0.815	0.843	0.905	26.59	0.498	0.462	410	416	-0.10601	0.067308	0.877	1.01321575292436	2.32521941563772	1.81400335873315	0.445563717293612	0.807692307692308	1.5343702159157	0.659881904304019	0.886681470174749	0.488798141362861	0.922090644772286	0.289297400524655	26.590518357699	33.0067314306065	45.9232151049454	0.629612216451836	-0.2122	0.1295
P05626	YPL078C	CENPK1137D_1621	fluxes_Gecko_Lahtvee2017_Osmo06	2.01679731925416	39.7996415636681	0.350352828058747	0.4541	0.2108	0.3614	0.2169	0.267	0.315	0.586	41.71	0.338	0.396	237	244	-0.127049	0.057377	0.643	0.686821768076453	2.26113996079743	0.850923858336654	-0.172574756636919	0.491666666666667	0.60461021124868	0.267391767750393	0.377852462723164	0.444049674975352	0.198341270385456	0.371546323881114	41.711110462543	56.8606579188415	49.7657596118142	0.247869258699425	-0.1257	0.052
P00958	YGR264C	CENPK1137D_3231	fluxes_Gecko_Yu2021_N30_018	2.01693693468352	39.7436860494893	0.310892730252978	0.5	0.2092	0.4	0.2025	0.293	0.279	0.576	38.83	0.305	0.371	728	751	-0.46711	0.106525	0.695	0.758164558254046	1.49225688785505	0.791900464948154	-0.152050587634248	0.564690026954178	0.648808865873087	0.434783629516816	0.291989676082103	0.368720172555045	0.283409345903351	0.559412897296108	38.8318283247402	51.4368324591366	45.8439878288601	0.221424435733653	-0.1046	0.0688
P37299	YHR001W-A	CENPK1137D_5391	fluxes_Gecko_Yu2021_Ile_std	2.01795073349432	30.023823616863	0.246425209682723	0.4921	0.0794	0.4561	0.1786	0.136	0.094	0.417	37.52	0.208	0.39	72	77	-0.218182	0.116883	0.545	0.862505338823922	1.0956819806387	0.811723320161476	-0.444878248784465	0.63013698630137	0.535697901510569	0.488917323618206	0.49981870755726	0.615750090138881	0.100350703182644	0.298650936343213	37.7996147135795	61	45.0442185631482	0.396258233802637	0.0122	0.0426
P32799	YGL191W	CENPK1137D_3272	fluxes_Gecko_Lahtvee2017_EtOH60	2.02387680611225	38.2743384555868	0.345065123985028	0.433	0.2268	0.4138	0.241	0.212	0.131	0.483	46.91	0.35	0.424	120	129	-0.62093	0.124031	0.646	0.801798079729059	0.957604968428005	0.787735316271607	-0.297735929513159	0.359375	0.531669132781302	0.555207157763691	0.379001278045291	0.481127696342375	0.164874480306969	0.370388854821936	46.9149303709253	61	42.4852897551946	0.227895649056503	-0.0313	0.0464
P38627	YJR103W	CENPK1137D_1397	fluxes_Gecko_Yu2021_Gln_glc1	2.02424954332381	29.0776170943098	0.303950822081302	0.3717	0.313	0.3075	0.2688	0.154	0.146	0.492	55.53	0.451	0.456	557	578	-0.252076	0.069204	0.497	0.624053051479751	0.902806583434065	0.665091961892081	-0.470079171922652	0.284191829484902	0.559671404589155	0.619923929287596	0.293284186372955	0.440967870876996	0.21467013145466	0.983433957043147	55.5302143195101	56.7039557976801	35.2691099604545	0.069130833794036	-0.0761	0.0278
P04037	YGL187C	CENPK1137D_3275	fluxes_Gecko_Yu2021_std_010	2.03420992301044	37.8920029274958	0.289611200269236	0.4921	0.2143	0.3782	0.1429	0.285	0.299	0.573	45.93	0.287	0.415	150	155	-0.397419	0.064516	0.658	0.782076813737856	1.56748007097441	1.01023937121079	-0.122145853294721	0.552631578947368	0.581248235109331	0.370816985729205	0.411490629537602	0.40731992957711	0.158698992038477	0.317743782287544	45.9339046633749	61	56.1868178702397	0.278425171103683	-0.1958	0.0315
P07255	YDL067C	CENPK1137D_3759	fluxes_Gecko_Yu2020_CN115	2.03834375821872	30.085335392727	0.410512169626134	0.2683	0.4634	0.2143	0.3611	0.264	0.47	0.692	33.11	0.615	0.48	52	59	-0.245763	0.135593	0.58	1.02894478497388	1.21026206672779	1.31642164340929	-0.190918653321509	0.758620689655172	1.05576457259299	0.872343768856183	0.801589331713763	0.60891533934203	0.502619003344486	0.572508321061122	33.1075630252101	49.1520759206746	45.9053784547958	0.596869240432782	-0.0079	0.0588
P30902	YKL016C	CENPK1137D_990	fluxes_Gecko_Yu2020_CN30	2.03867167955068	34.5606932358527	0.360160267948384	0.371	0.2984	0.3869	0.25	0.224	0.205	0.536	53.69	0.411	0.4	168	174	-0.64023	0.063218	0.599	0.673944658112172	1.77153827595371	0.797982250975824	-0.251581863509385	0.402366863905325	0.517992370334629	0.292396939634717	0.350212728817268	0.438872830052304	0.115287171083797	0.351172161144532	53.6883409064324	61	51.4248328320774	0.160345836389332	-0.0577	0.0389
P04039	YLR395C	CENPK1137D_766	fluxes_Gecko_Yu2021_N30_030	2.04597306503937	35.386189957565	0.332731509131093	0.3871	0.2903	0.375	0.22	0.225	0.237	0.554	46.67	0.392	0.393	74	78	0.073077	0.141026	0.624	0.816845713832135	0.950833483936981	0.887081628508374	-0.307637834895279	0.545454545454545	0.516358995921013	0.5430593312543	0.489228865658512	0.551503773650627	0.113020622270083	0.507572104541624	46.672928908057	61	52.3916047929626	0.323680689889998	0.107	0.0714
P04037	YGL187C	CENPK1137D_3275	fluxes_Gecko_Yu2021_N30_013	2.04860595459093	37.8920029274958	0.289611200269236	0.4921	0.2143	0.3782	0.1429	0.285	0.299	0.573	45.93	0.287	0.415	150	155	-0.397419	0.064516	0.658	0.782076813737856	1.56748007097441	1.01023937121079	-0.122145853294721	0.552631578947368	0.581248235109331	0.370816985729205	0.411490629537602	0.40731992957711	0.158698992038477	0.317743782287544	45.9339046633749	61	56.1868178702397	0.278425171103683	-0.1958	0.0315
P38998	YIR034C	CENPK1137D_5100	fluxes_Gecko_Yu2020_CN115	2.05058543068981	40.5051765266542	0.31335338079861	0.4084	0.2637	0.3868	0.1679	0.218	0.231	0.533	46.36	0.346	0.434	364	373	-0.210456	0.08311	0.59	0.705266504670792	1.19766794362885	0.82127172415917	-0.284485014902944	0.39612188365651	0.570247292403327	0.476131381353933	0.300829271081799	0.366296881083776	0.168181968881182	0.487519733481154	46.3550032815962	57.8732271537688	50.0104168616616	0.154698701877758	-0.0941	0.032
P32473	YBR221C	CENPK1137D_4776	fluxes_Gecko_Lahtvee2017_Osmo04	2.05330913146273	34.7036779052519	0.355535496950618	0.4564	0.2517	0.3288	0.1838	0.343	0.417	0.647	40.73	0.35	0.433	357	366	-0.068579	0.090164	0.699	0.721905795938243	2.12418450592217	1.36159143394812	-0.037976300143678	0.477900552486188	0.720747816727283	0.339305655755353	0.417682935141463	0.306760842296382	0.229865459453962	0.234549165176428	40.7274097104314	52.1595812201969	54.006017716219	0.264264778895295	-0.1814	0.0541
P36421	YGR185C	CENPK1137D_3149	fluxes_Gecko_Yu2021_Gln_glc1	2.0557686844375	34.5201499814066	0.336405350650153	0.4	0.3017	0.3696	0.2305	0.302	0.353	0.615	42.35	0.401	0.409	384	394	-0.312437	0.086294	0.664	0.723236791789543	1.69373860575782	1.23345619600916	-0.108913246644389	0.538659793814433	0.600533952814331	0.354561176543318	0.314119597705016	0.254666196271378	0.204757372315979	0.330990419195584	42.3513918296902	57.7927705564425	53.7389377055184	0.17863221397553	-0.0771	0.0563
P19097	YPL231W	CENPK1137D_1888	fluxes_Gecko_Lahtvee2017_EtOH60	2.05708157014469	36.8274008194202	0.380449176633216	0.481	0.274	0.3233	0.1823	0.411	0.499	0.701	38.02	0.355	0.423	1824	1887	-0.293588	0.075782	0.735	0.740774441689479	2.21207598595035	1.95202587508248	0.059829260540005	0.634408602150538	0.779472252841442	0.35237137322232	0.447594971266432	0.229297662997177	0.506579233838265	0.482546568602135	38.0172717127318	48.7031992776015	48.2067435420797	0.259962247565306	-0.1895	0.081
P17505	YKL085W	CENPK1137D_919	fluxes_Gecko_Yu2021_N30_013	2.06083685734315	37.9078873458557	0.387424879557331	0.36	0.3418	0.306	0.2163	0.313	0.423	0.652	44.52	0.448	0.453	328	334	-0.100599	0.047904	0.647	0.668944308839745	2.26628304431627	1.24150676972991	-0.09567619871815	0.342424242424242	0.65160460299954	0.287521280553959	0.412204194617335	0.332019288712385	0.282936600224184	0.272125308266178	44.5200994425068	54.5123251974362	54.2920691514407	0.190884279410693	-0.1232	0.062
P40825	YOR335C	CENPK1137D_2351	fluxes_Gecko_Yu2020_Clim	2.06151556935386	32.0040384404418	0.337091987158168	0.5114	0.2725	0.3244	0.1954	0.378	0.397	0.646	38.95	0.351	0.399	940	958	-0.480063	0.100209	0.728	0.757225120330566	1.88592213013837	1.7503767930588	-0.003659982596422	0.621707060063224	0.691363122455599	0.366591552963469	0.376028254914473	0.214827034045258	0.347174259655066	0.320024277913715	38.9521933369971	51.1459044460743	51.7975374601578	0.220084655931206	-0.2523	0.065
P36421	YGR185C	CENPK1137D_3149	fluxes_Gecko_Lahtvee2017_Osmo02	2.06430446811969	34.5201499814066	0.336405350650153	0.4	0.3017	0.3696	0.2305	0.302	0.353	0.615	42.35	0.401	0.409	384	394	-0.312437	0.086294	0.664	0.723236791789543	1.69373860575782	1.23345619600916	-0.108913246644389	0.538659793814433	0.600533952814331	0.354561176543318	0.314119597705016	0.254666196271378	0.204757372315979	0.330990419195584	42.3513918296902	57.7927705564425	53.7389377055184	0.17863221397553	-0.0771	0.0563
P07245	YGR204W	CENPK1137D_3170	fluxes_Gecko_Lahtvee2017_Osmo02	2.06667879302139	30.7480059882217	0.365641874571224	0.3673	0.3608	0.2861	0.216	0.277	0.384	0.631	44.85	0.461	0.469	925	946	-0.124313	0.05814	0.614	0.668823712847287	1.54338976722172	1.27758655613741	-0.153910011549579	0.378494623655914	0.687756125444922	0.445614024435942	0.370768556821269	0.29021012708699	0.369437115021848	0.525406132208126	44.845979273546	51.5162549318533	44.9728964178247	0.156313206840303	-0.1561	0.0507
P00830	YJR121W	CENPK1137D_1415	fluxes_Gecko_Lahtvee2017_EtOH60	2.07361187770504	38.3519942357784	0.352064950094062	0.4843	0.253	0.331	0.1367	0.425	0.473	0.679	36.21	0.317	0.43	502	511	-0.018004	0.058708	0.735	0.792116673486654	2.12066901597432	1.52520179608374	0.08432785473584	0.511857707509881	0.858066962434441	0.404620879529478	0.487546099513152	0.319660061222735	0.35621073250774	0.323990160207938	36.2066158847906	49.8625357491062	50.5729892840213	0.35750015291668	-0.2583	0.0385
P40825	YOR335C	CENPK1137D_2351	fluxes_Gecko_Yu2020_CN30	2.07987605182195	32.0040384404418	0.337091987158168	0.5114	0.2725	0.3244	0.1954	0.378	0.397	0.646	38.95	0.351	0.399	940	958	-0.480063	0.100209	0.728	0.757225120330566	1.88592213013837	1.7503767930588	-0.003659982596422	0.621707060063224	0.691363122455599	0.366591552963469	0.376028254914473	0.214827034045258	0.347174259655066	0.320024277913715	38.9521933369971	51.1459044460743	51.7975374601578	0.220084655931206	-0.2523	0.065
P12695	YNL071W	CENPK1137D_2608	fluxes_Gecko_Yu2021_Ile_N30	2.08381737051771	40.9924376019812	0.365330793641188	0.4011	0.2929	0.3	0.239	0.244	0.317	0.591	49.32	0.421	0.454	470	482	-0.258299	0.049793	0.601	0.620432188254084	1.85203956188101	0.829687177228611	-0.217272677451189	0.252631578947368	0.571640249763596	0.308654448603146	0.300869811414394	0.36263042225069	0.180841432577613	0.460841090823379	49.3154932382632	59.2636569693207	53.3934993009745	0.131246047042064	-0.1313	0.057
P12695	YNL071W	CENPK1137D_2608	fluxes_Gecko_Yu2021_Ile_std	2.08381737051771	40.9924376019812	0.365330793641188	0.4011	0.2929	0.3	0.239	0.244	0.317	0.591	49.32	0.421	0.454	470	482	-0.258299	0.049793	0.601	0.620432188254084	1.85203956188101	0.829687177228611	-0.217272677451189	0.252631578947368	0.571640249763596	0.308654448603146	0.300869811414394	0.36263042225069	0.180841432577613	0.460841090823379	49.3154932382632	59.2636569693207	53.3934993009745	0.131246047042064	-0.1313	0.057
P08524	YJL167W	CENPK1137D_1466	fluxes_Gecko_Yu2021_Gln_glc2	2.09650238038759	31.8275110085556	0.401124814597781	0.3295	0.4023	0.3385	0.2692	0.373	0.452	0.68	40.36	0.493	0.419	341	352	-0.32017	0.113636	0.694	0.748359419674388	2.0513773193213	1.71706433629746	-0.01427069526435	0.445086705202312	0.757029491481804	0.369034737954628	0.454566167717033	0.264734499522146	0.355676208575251	0.415761994968867	40.3580626576899	50.5314414484098	48.2676386138727	0.240147240738038	-0.0652	0.0892
P49089	YPR145W	CENPK1137D_1837	fluxes_Gecko_Yu2020_Clim	2.0967193689307	29.2637983725883	0.356719696299961	0.3961	0.3151	0.3876	0.1587	0.368	0.438	0.664	39.3	0.373	0.439	547	572	-0.367832	0.09965	0.701	0.760918067013611	1.62689956294581	1.46839363926439	0.013899845488441	0.550179211469534	0.743038360322573	0.456720486774956	0.430097572599487	0.292903456606466	0.378201710069707	0.3455634781344	39.3047202619967	49.3326244592769	50.5310768562541	0.247148041251924	-0.0718	0.0675
P04161	YDR408C	CENPK1137D_4236	fluxes_Gecko_Yu2020_CN30	2.10327014268388	35.9514638158558	0.345140430354077	0.2699	0.3374	0.3256	0.3484	0.119	0.097	0.464	59.9	0.522	0.481	209	214	-0.106542	0.051402	0.464	0.648412511787275	0.844709537751886	0.718389858774053	-0.551108058264717	0.28780487804878	0.571594749218424	0.67667609239937	0.42402702108704	0.5902463904636	0.252405522049561	0.83229820131268	59.9045901245608	60.3210535074049	34.507661211533	0.079201277971813	0.0321	0.0293
P10614	YHR007C	CENPK1137D_5399	fluxes_Gecko_Yu2021_Ile_N30	2.10800179895386	38.4201477778187	0.380851671884166	0.4381	0.281	0.3438	0.2023	0.506	0.579	0.749	33.1	0.374	0.4	505	530	-0.220377	0.118868	0.802	0.847106434287826	2.24480899053049	1.94670060611242	0.172236281847935	0.693486590038314	0.923275217061069	0.411293442317728	0.552536990382402	0.283832546539256	0.458054191060103	0.230883423499015	33.0956179084209	45.203603072053	53.4908885382609	0.363102105482607	-0.0776	0.114
P28834	YNL037C	CENPK1137D_2642	fluxes_Gecko_Lahtvee2017_REF	2.11506576565869	38.6653424942811	0.35067021019817	0.4116	0.3095	0.2968	0.2151	0.266	0.328	0.603	44.98	0.414	0.436	350	360	-0.209167	0.061111	0.626	0.682699020587959	1.52170750016795	1.14204805301453	-0.171917983152387	0.352272727272727	0.61692750422883	0.405417929635452	0.376754322851779	0.329893581848246	0.22104432899736	0.33678182424026	44.9772523906025	56.1000753942399	50.5553099750716	0.168136747102691	-0.1663	0.0403
P19414	YLR304C	CENPK1137D_677	fluxes_Gecko_Lahtvee2017_Osmo04	2.13496265690559	34.5247458526327	0.353998127879543	0.5231	0.2417	0.308	0.1768	0.462	0.513	0.709	34.14	0.326	0.415	752	778	-0.38072	0.078406	0.783	0.844881287164319	1.89054114651779	1.80761260105263	0.108437714716357	0.691003911342894	0.879235379470311	0.465070745003242	0.504275493915056	0.278973212303012	0.485774698741864	0.304116228757736	34.1359115079441	45.0970606262682	48.4358855869436	0.320929842648487	-0.2331	0.0831
P37291	YLR058C	CENPK1137D_444	fluxes_Gecko_Yu2021_N30_005	2.14935737880398	28.7904364637127	0.416955570199622	0.4474	0.3263	0.3143	0.1599	0.589	0.672	0.804	31.1	0.385	0.428	455	469	-0.343497	0.08742	0.818	0.882563428675226	2.33685844038271	2.01170169149656	0.257823794564035	0.758169934640523	1.06764260460026	0.456870893910634	0.667650992632505	0.331883696004561	0.613818436630996	0.268779384178916	31.1030040380589	41.222365563683	48.5788006255773	0.443053619489962	-0.1411	0.1282
P36013	YKL029C	CENPK1137D_975	fluxes_Gecko_Yu2021_N30_013	2.15003280674138	26.3340696184428	0.359919658873967	0.312	0.3504	0.3359	0.2355	0.231	0.326	0.589	47.23	0.469	0.472	652	669	-0.318983	0.070254	0.574	0.651186810434829	1.62132867920314	1.01139529302428	-0.217985059799119	0.427244582043344	0.669191230803938	0.412742486694822	0.371314498163136	0.367130933596526	0.35216757057104	0.467266299676831	47.2252185707003	52.5470277934863	47.0973879988123	0.148258494639863	-0.0397	0.0572
P14020	YPR183W	CENPK1137D_1875	fluxes_Gecko_Yu2021_N30_005	2.15696763375314	25.8600477069707	0.340609238647328	0.2558	0.5209	0.2132	0.2667	0.217	0.308	0.584	42.98	0.623	0.501	257	267	-0.029588	0.11985	0.538	0.75080682977885	1.31265085738603	1.17018323430938	-0.213280859407182	0.517241379310345	0.945719144057704	0.720465109771062	0.626384892931009	0.535287871647458	0.606021010758754	1.02045385703764	42.9789088573365	43.0805334081149	41.8559211535968	0.239181143314666	-0.1521	0.0502
P09624	YFL018C	CENPK1137D_3364	fluxes_Gecko_Yu2021_Gln_glc1	2.1592331247614	37.3320153356044	0.355116716173808	0.4169	0.3095	0.3553	0.1836	0.253	0.324	0.603	46.02	0.38	0.423	489	499	-0.181162	0.056112	0.617	0.683945075024849	1.32601481372886	1.03381130696188	-0.220466531750315	0.402061855670103	0.585055822600873	0.441213639955989	0.304086099617694	0.294140814256839	0.171317911111935	0.486279165520735	46.0216893072215	57.9493456393581	44.392910046966	0.164332545642323	-0.1477	0.0462
P38009	YMR120C	CENPK1137D_152	fluxes_Gecko_Yu2021_Gln_N30	2.15972500169764	34.7834365109437	0.342245642302918	0.4595	0.2474	0.3804	0.1551	0.322	0.377	0.626	39.59	0.317	0.414	580	592	-0.203209	0.08277	0.683	0.717778511659665	1.88620369864867	1.21484565525902	-0.06107860858567	0.571923743500866	0.643040049341316	0.340917605983918	0.35604840045457	0.293081181887797	0.252061974570223	0.31413314583622	39.59017229049	54.3727891735471	51.9920121915965	0.221909614002304	-0.1112	0.0614
P32473	YBR221C	CENPK1137D_4776	fluxes_Gecko_Lahtvee2017_REF	2.16664527053505	34.7036779052519	0.355535496950618	0.4564	0.2517	0.3288	0.1838	0.343	0.417	0.647	40.73	0.35	0.433	357	366	-0.068579	0.090164	0.699	0.721905795938243	2.12418450592217	1.36159143394812	-0.037976300143678	0.477900552486188	0.720747816727283	0.339305655755353	0.417682935141463	0.306760842296382	0.229865459453962	0.234549165176428	40.7274097104314	52.1595812201969	54.006017716219	0.264264778895295	-0.1814	0.0541
P41940	YDL055C	CENPK1137D_3772	fluxes_Gecko_Yu2021_N30_010	2.17828049897492	29.8213688645321	0.420036581750672	0.4247	0.3459	0.2898	0.1779	0.6	0.684	0.815	32.96	0.415	0.416	352	361	0.003047	0.069252	0.816	0.90882073563026	2.31832472054907	2.12377643866627	0.264265099961423	0.733893557422969	1.02461647265738	0.441964175068069	0.666881252409952	0.314007275091889	0.539849119729156	0.347204028377791	32.9590335497859	41.9236294250634	53.8471592389388	0.399951351227195	-0.2045	0.0971
P04802	YLL018C	CENPK1137D_749	fluxes_Gecko_Lahtvee2017_REF	2.18437777991166	32.7373829528923	0.387679756088878	0.3621	0.3429	0.3287	0.2654	0.35	0.464	0.677	39.72	0.461	0.443	545	557	-0.531598	0.084381	0.673	0.726923118184549	1.905416425295	1.54060050748999	-0.02751072928923	0.558608058608059	0.781544137911561	0.410169728536143	0.457244778098517	0.296796460779751	0.396069195824411	0.404004571574052	39.7196364102411	48.1875688487544	50.6522675251109	0.230100805598299	-0.0674	0.0808
P00931	YGL026C	CENPK1137D_2945	fluxes_Gecko_Lahtvee2017_EtOH40	2.18613464931891	27.4762593485628	0.328175527422604	0.4879	0.2561	0.3157	0.1712	0.32	0.401	0.638	40.35	0.342	0.433	691	707	-0.162235	0.079208	0.675	0.717434295562823	1.84613637808498	1.4447292008174	-0.066924795432514	0.568115942028986	0.63977128133963	0.346546056366254	0.34081050554886	0.235899229666041	0.250997135536807	0.311593553461371	40.3546522823491	54.3132566294838	51.9349500553268	0.195102043479538	-0.1846	0.0532
